accuracy,classification_time,host,method,name,output_dir,test_client_id,training_client_ids,host_label
45.714285714285715,79.80142855644226,www.wellsfargo.com,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.wellsfargo.com_6_1,1,[6],"Wells
Fargo"
9.71429,133.7296166419983,investor.vanguard.com,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_investor.vanguard.com_14_13,13,[14],Vanguard
6.571428571428571,48.29655408859253,www.mayoclinic.org,KFP,train_one_test_one,../data/scenarios2/24/train_one_test_one_KFP_www.mayoclinic.org_5_12,12,[5],"Mayo
Clinic"
2.571428571428571,10.981925010681152,www.wellsfargo.com,PS,train_one_test_one,../data/scenarios2/24/train_one_test_one_PS_www.wellsfargo.com_15_10,10,[15],"Wells
Fargo"
18.8571,182.675137758255,www.plannedparenthood.org,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_www.plannedparenthood.org_10_13,13,[10],"Planned
Parenthood"
6.0,55.98317766189575,www.plannedparenthood.org,KFP,train_one_test_one,../data/scenarios2/24/train_one_test_one_KFP_www.plannedparenthood.org_15_6,6,[15],"Planned
Parenthood"
8.0,73.52955198287964,www.wellsfargo.com,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.wellsfargo.com_11_6,6,[11],"Wells
Fargo"
2.0,58.786669969558716,www.aclu.org,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.aclu.org_1_12,12,[1],ACLU
39.42857142857143,39.55885076522827,www.bankofamerica.com,KFP,train_one_test_one,../data/scenarios2/24/train_one_test_one_KFP_www.bankofamerica.com_5_4,4,[5],"Bank of
America"
97.71428571428571,234.34089422225952,www.mayoclinic.org,IPS,test_one_train_remaining,../data/scenarios2/24/test_one_train_remaining_IPS_www.mayoclinic.org_7,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","Mayo
Clinic"
93.14285714285714,73.59260177612305,www.legalzoom.com,PS,6_browser,../data/scenarios2/24/6_browser_PS_www.legalzoom.com_5,5,"[6, 9, 10, 15, 16, 19]","Legal
Zoom"
62.28571428571429,24.872687339782715,www.wellsfargo.com,KFP,train_one_test_one,../data/scenarios2/24/train_one_test_one_KFP_www.wellsfargo.com_3_2,2,[3],"Wells
Fargo"
2.0,177.81088161468506,www.plannedparenthood.org,Wfin,train_one_test_one,../data/scenarios2/24/train_one_test_one_Wfin_www.plannedparenthood.org_17_12,12,[17],"Planned
Parenthood"
30.28571428571429,16.339606046676636,www.bankofamerica.com,IPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_IPS_www.bankofamerica.com_14_13,13,[14],"Bank of
America"
0.8571428571428572,12.277254581451416,www.mayoclinic.org,OPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_OPS_www.mayoclinic.org_12_3,3,[12],"Mayo
Clinic"
68.28571428571428,719.5069124698639,www.legalzoom.com,Wfin,6_browser,../data/scenarios2/24/6_browser_Wfin_www.legalzoom.com_18,18,"[6, 9, 10, 15, 16, 19]","Legal
Zoom"
79.71428571428572,9.175126075744629,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_OPS_www.bankofamerica.com_1_4,4,[1],"Bank of
America"
2.0,9.525651454925537,investor.vanguard.com,LL,train_one_test_one,../data/scenarios2/24/train_one_test_one_LL_investor.vanguard.com_17_12,12,[17],Vanguard
24.5714,96.27772450447083,www.wellsfargo.com,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_www.wellsfargo.com_14_5,5,[14],"Wells
Fargo"
52.8571,90.43728351593018,www.mayoclinic.org,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_www.mayoclinic.org_6_5,5,[6],"Mayo
Clinic"
14.285714285714285,59.637492656707764,investor.vanguard.com,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_investor.vanguard.com_16_19,19,[16],Vanguard
0.857143,57.5644166469574,www.aclu.org,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_www.aclu.org_4_11,11,[4],ACLU
3.1428571428571432,61.9328031539917,www.mayoclinic.org,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.mayoclinic.org_8_11,11,[8],"Mayo
Clinic"
33.714285714285715,115.57472085952759,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/24/train_one_test_one_Wfin_www.mayoclinic.org_13_4,4,[13],"Mayo
Clinic"
14.857142857142858,61.44501805305481,www.legalzoom.com,KFP,train_one_test_one,../data/scenarios2/24/train_one_test_one_KFP_www.legalzoom.com_9_12,12,[9],"Legal
Zoom"
8.0,59.45800304412842,www.plannedparenthood.org,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.plannedparenthood.org_18_5,5,[18],"Planned
Parenthood"
44.285714285714285,14.634383201599121,www.aclu.org,PS,same_browser_21_training_samples,../data/scenarios2/24/same_browser_21_training_samples_PS_www.aclu.org_13,13,"[10, 11, 12]",ACLU
4.285714285714286,26.981143474578857,www.aclu.org,KFP,train_one_test_one,../data/scenarios2/24/train_one_test_one_KFP_www.aclu.org_3_18,18,[3],ACLU
12.857142857142856,9.881469964981079,www.aclu.org,IPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_IPS_www.aclu.org_18_13,13,[18],ACLU
6.857142857142858,13.659606695175171,www.mayoclinic.org,PS,train_one_test_one,../data/scenarios2/24/train_one_test_one_PS_www.mayoclinic.org_18_1,1,[18],"Mayo
Clinic"
1.7142857142857144,16.494125843048096,www.legalzoom.com,OPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_OPS_www.legalzoom.com_5_12,12,[5],"Legal
Zoom"
62.2857,192.4828565120697,www.mayoclinic.org,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_www.mayoclinic.org_11_10,10,[11],"Mayo
Clinic"
6.0,11.963284254074097,www.wellsfargo.com,LL,6_browser,../data/scenarios2/24/6_browser_LL_www.wellsfargo.com_18,18,"[6, 9, 10, 15, 16, 19]","Wells
Fargo"
32.5714,195.1154887676239,www.plannedparenthood.org,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_www.plannedparenthood.org_5_8,8,[5],"Planned
Parenthood"
15.714285714285714,87.77095627784729,investor.vanguard.com,Wfin,train_one_test_one,../data/scenarios2/24/train_one_test_one_Wfin_investor.vanguard.com_5_16,16,[5],Vanguard
5.142857142857142,12.469693660736084,www.aclu.org,IPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_IPS_www.aclu.org_2_17,17,[2],ACLU
23.42857142857143,5.72107720375061,www.wellsfargo.com,LL,train_one_test_one,../data/scenarios2/24/train_one_test_one_LL_www.wellsfargo.com_17_4,4,[17],"Wells
Fargo"
2.571428571428571,18.58140206336975,www.plannedparenthood.org,IPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_IPS_www.plannedparenthood.org_19_10,10,[19],"Planned
Parenthood"
20.57142857142857,36.06582951545715,www.wellsfargo.com,KFP,train_one_test_one,../data/scenarios2/24/train_one_test_one_KFP_www.wellsfargo.com_13_12,12,[13],"Wells
Fargo"
1.4285714285714286,7.431711673736572,www.aclu.org,LL,train_one_test_one,../data/scenarios2/24/train_one_test_one_LL_www.aclu.org_12_15,15,[12],ACLU
19.7143,107.0949158668518,www.mayoclinic.org,BoG,train_one_test_one,../data/scenarios2/24/train_one_test_one_BoG_www.mayoclinic.org_16_15,15,[16],"Mayo
Clinic"
21.714285714285715,99.19319701194763,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/24/train_one_test_one_Wfin_www.mayoclinic.org_2_13,13,[2],"Mayo
Clinic"
1.7142857142857144,9.465417385101318,www.plannedparenthood.org,LL,train_one_test_one,../data/scenarios2/24/train_one_test_one_LL_www.plannedparenthood.org_13_12,12,[13],"Planned
Parenthood"
8.571428571428571,79.48791837692261,www.aclu.org,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.aclu.org_6_17,17,[6],ACLU
21.714285714285715,15.78139877319336,www.legalzoom.com,PS,train_one_test_one,../data/scenarios2/24/train_one_test_one_PS_www.legalzoom.com_11_10,10,[11],"Legal
Zoom"
2.2857142857142856,9.974072456359863,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_OPS_www.bankofamerica.com_11_14,14,[11],"Bank of
America"
7.142857142857142,13.39651894569397,investor.vanguard.com,IPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_IPS_investor.vanguard.com_2_9,9,[2],Vanguard
8.857142857142856,14.448287010192871,investor.vanguard.com,PS,train_one_test_one,../data/scenarios2/24/train_one_test_one_PS_investor.vanguard.com_5_8,8,[5],Vanguard
2.571428571428571,8.582533597946167,www.aclu.org,LL,train_one_test_one,../data/scenarios2/24/train_one_test_one_LL_www.aclu.org_2_5,5,[2],ACLU
19.428571428571427,137.88955736160278,www.plannedparenthood.org,Wfin,train_one_test_one,../data/scenarios2/24/train_one_test_one_Wfin_www.plannedparenthood.org_7_2,2,[7],"Planned
Parenthood"
14.000000000000002,12.2198166847229,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_OPS_www.bankofamerica.com_6_9,9,[6],"Bank of
America"
4.857142857142857,79.89722681045532,www.plannedparenthood.org,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.plannedparenthood.org_7_14,14,[7],"Planned
Parenthood"
44.0,67.48624229431152,www.wellsfargo.com,Wfin,train_one_test_one,../data/scenarios2/24/train_one_test_one_Wfin_www.wellsfargo.com_10_13,13,[10],"Wells
Fargo"
17.71428571428571,73.67653894424438,www.mayoclinic.org,CUMUL,train_one_test_one,../data/scenarios2/24/train_one_test_one_CUMUL_www.mayoclinic.org_19_2,2,[19],"Mayo
Clinic"
3.1428571428571432,13.492860794067383,www.mayoclinic.org,PS,train_one_test_one,../data/scenarios2/24/train_one_test_one_PS_www.mayoclinic.org_12_15,15,[12],"Mayo
Clinic"
71.14285714285714,10.310405015945435,www.bankofamerica.com,PS,train_one_test_one,../data/scenarios2/24/train_one_test_one_PS_www.bankofamerica.com_1_16,16,[1],"Bank of
America"
95.14285714285714,13.868630170822144,www.bankofamerica.com,IPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_IPS_www.bankofamerica.com_4_3,3,[4],"Bank of
America"
13.714285714285715,12.238373041152954,www.aclu.org,IPS,train_one_test_one,../data/scenarios2/24/train_one_test_one_IPS_www.aclu.org_8_3,3,[8],ACLU
9.428571428571429,130.12387037277222,www.plannedparenthood.org,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.plannedparenthood.org_1_19,19,[1],"Planned
Parenthood"
36.285714285714285,103.7939305305481,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.mayoclinic.org_2_16,16,[2],"Mayo
Clinic"
56.00000000000001,12.0479097366333,www.bankofamerica.com,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_www.bankofamerica.com_4_6,6,[4],"Bank of
America"
59.42857142857143,381.82538866996765,www.aclu.org,Wfin,6_browser,../data/scenarios2/27/6_browser_Wfin_www.aclu.org_11,11,"[6, 9, 10, 15, 16, 19]",ACLU
6.571428571428571,14.853058099746704,www.legalzoom.com,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.legalzoom.com_16_6,6,[16],"Legal
Zoom"
24.5714,114.5331518650055,investor.vanguard.com,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_investor.vanguard.com_4_6,6,[4],Vanguard
20.857142857142858,40.03107261657715,www.mayoclinic.org,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.mayoclinic.org_16_6,6,[16],"Mayo
Clinic"
11.7143,114.43815207481384,www.wellsfargo.com,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.wellsfargo.com_9_3,3,[9],"Wells
Fargo"
2.0,64.02119565010071,www.aclu.org,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.aclu.org_12_6,6,[12],ACLU
58.857142857142854,145.52759337425232,www.plannedparenthood.org,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.plannedparenthood.org_7_5,5,[7],"Planned
Parenthood"
52.0,72.28213930130005,www.aclu.org,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.aclu.org_16_18,18,[16],ACLU
7.428571428571429,58.74497175216675,www.wellsfargo.com,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.wellsfargo.com_11_9,9,[11],"Wells
Fargo"
4.285714285714286,3.3169639110565186,www.aclu.org,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_www.aclu.org_18_4,4,[18],ACLU
38.285714285714285,116.04430651664734,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.mayoclinic.org_13_7,7,[13],"Mayo
Clinic"
0.8571428571428572,7.5751848220825195,www.plannedparenthood.org,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_www.plannedparenthood.org_8_10,10,[8],"Planned
Parenthood"
19.142857142857142,91.49381756782532,www.bankofamerica.com,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.bankofamerica.com_7_13,13,[7],"Bank of
America"
2.0,71.73989820480347,www.aclu.org,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.aclu.org_1_15,15,[1],ACLU
26.0,70.55826044082642,investor.vanguard.com,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_investor.vanguard.com_1_7,7,[1],Vanguard
96.28571428571429,184.72801399230957,www.bankofamerica.com,IPS,test_one_train_remaining,../data/scenarios2/27/test_one_train_remaining_IPS_www.bankofamerica.com_2,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","Bank of
America"
4.0,71.29470348358154,www.aclu.org,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.aclu.org_9_19,19,[9],ACLU
12.285714285714286,141.65279340744019,www.legalzoom.com,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.legalzoom.com_1_11,11,[1],"Legal
Zoom"
2.0,9.298530101776123,www.wellsfargo.com,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.wellsfargo.com_15_1,1,[15],"Wells
Fargo"
15.714285714285714,13.345099925994873,www.plannedparenthood.org,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_www.plannedparenthood.org_17_7,7,[17],"Planned
Parenthood"
18.285714285714285,74.9798800945282,investor.vanguard.com,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_investor.vanguard.com_17_3,3,[17],Vanguard
2.0,8.694408655166626,www.legalzoom.com,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_www.legalzoom.com_18_12,12,[18],"Legal
Zoom"
20.57142857142857,29.009867906570435,investor.vanguard.com,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_investor.vanguard.com_19_9,9,[19],Vanguard
31.71428571428571,15.287424087524414,www.bankofamerica.com,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_www.bankofamerica.com_9_11,11,[9],"Bank of
America"
2.0,97.37995338439941,www.aclu.org,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.aclu.org_15_5,5,[15],ACLU
4.571428571428571,74.9459536075592,www.legalzoom.com,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.legalzoom.com_7_9,9,[7],"Legal
Zoom"
2.2857142857142856,85.86305737495422,www.plannedparenthood.org,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.plannedparenthood.org_2_12,12,[2],"Planned
Parenthood"
86.8571,160.6088089942932,www.bankofamerica.com,BoG,same_browser_21_training_samples,../data/scenarios2/27/same_browser_21_training_samples_BoG_www.bankofamerica.com_18,18,"[16, 17]","Bank of
America"
3.7142857142857144,14.317282915115356,www.plannedparenthood.org,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_www.plannedparenthood.org_3_17,17,[3],"Planned
Parenthood"
4.0,11.193614721298218,www.mayoclinic.org,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.mayoclinic.org_7_1,1,[7],"Mayo
Clinic"
14.857142857142858,162.15639209747314,www.legalzoom.com,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.legalzoom.com_12_2,2,[12],"Legal
Zoom"
68.0,227.35202407836914,www.wellsfargo.com,PS,test_one_train_remaining,../data/scenarios2/27/test_one_train_remaining_PS_www.wellsfargo.com_18,18,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]","Wells
Fargo"
39.14285714285714,13.423689842224121,investor.vanguard.com,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_investor.vanguard.com_7_17,17,[7],Vanguard
11.142857142857142,13.07516884803772,www.plannedparenthood.org,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_www.plannedparenthood.org_19_13,13,[19],"Planned
Parenthood"
2.0,12.17899775505066,investor.vanguard.com,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_investor.vanguard.com_10_16,16,[10],Vanguard
9.714285714285714,60.977643966674805,www.legalzoom.com,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.legalzoom.com_9_15,15,[9],"Legal
Zoom"
11.714285714285715,12.03023910522461,www.wellsfargo.com,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_www.wellsfargo.com_5_3,3,[5],"Wells
Fargo"
36.0,17.480626344680786,www.legalzoom.com,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_www.legalzoom.com_1_3,3,[1],"Legal
Zoom"
12.285714285714286,32.5992591381073,www.aclu.org,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.aclu.org_9_7,7,[9],ACLU
11.428571428571429,12.318995952606201,www.mayoclinic.org,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_www.mayoclinic.org_18_4,4,[18],"Mayo
Clinic"
8.0,5.402681827545166,investor.vanguard.com,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_investor.vanguard.com_7_5,5,[7],Vanguard
12.5714,129.50807309150696,www.legalzoom.com,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.legalzoom.com_10_8,8,[10],"Legal
Zoom"
5.142857142857142,11.6801278591156,investor.vanguard.com,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_investor.vanguard.com_16_2,2,[16],Vanguard
1.4285714285714286,72.99890923500061,www.mayoclinic.org,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.mayoclinic.org_13_19,19,[13],"Mayo
Clinic"
62.857142857142854,14.710243225097656,www.wellsfargo.com,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_www.wellsfargo.com_7_9,9,[7],"Wells
Fargo"
2.2857142857142856,88.35653328895569,www.plannedparenthood.org,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.plannedparenthood.org_13_3,3,[13],"Planned
Parenthood"
77.71428571428571,34.79107141494751,www.bankofamerica.com,KFP,same_browser_21_training_samples,../data/scenarios2/27/same_browser_21_training_samples_KFP_www.bankofamerica.com_3,3,"[1, 2, 4, 5, 6, 7, 8]","Bank of
America"
56.85714285714286,45.32180142402649,www.wellsfargo.com,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.wellsfargo.com_10_16,16,[10],"Wells
Fargo"
92.8571,4732.605974435806,www.legalzoom.com,BoG,test_one_train_remaining,../data/scenarios2/27/test_one_train_remaining_BoG_www.legalzoom.com_18,18,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]","Legal
Zoom"
9.14286,178.0489206314087,www.plannedparenthood.org,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.plannedparenthood.org_5_11,11,[5],"Planned
Parenthood"
6.857142857142858,43.15225267410278,www.aclu.org,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.aclu.org_14_12,12,[14],ACLU
4.285714285714286,11.342691421508789,www.plannedparenthood.org,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.plannedparenthood.org_16_14,14,[16],"Planned
Parenthood"
46.2857,158.90661001205444,www.mayoclinic.org,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.mayoclinic.org_6_8,8,[6],"Mayo
Clinic"
22.857142857142858,120.70857763290405,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.mayoclinic.org_18_12,12,[18],"Mayo
Clinic"
4.571428571428571,11.74993896484375,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.bankofamerica.com_6_12,12,[6],"Bank of
America"
67.7143,171.76227068901062,www.mayoclinic.org,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.mayoclinic.org_11_13,13,[11],"Mayo
Clinic"
42.57142857142857,11.405990362167358,www.aclu.org,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.aclu.org_10_12,12,[10],ACLU
17.42857142857143,11.717335939407349,www.mayoclinic.org,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_www.mayoclinic.org_2_8,8,[2],"Mayo
Clinic"
2.0,88.42005324363708,investor.vanguard.com,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_investor.vanguard.com_6_12,12,[6],Vanguard
2.857142857142857,13.641928434371948,www.wellsfargo.com,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.wellsfargo.com_9_15,15,[9],"Wells
Fargo"
46.85714285714286,206.34526872634888,www.wellsfargo.com,OPS,test_one_train_remaining,../data/scenarios2/27/test_one_train_remaining_OPS_www.wellsfargo.com_6,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","Wells
Fargo"
2.0,5.6512134075164795,www.wellsfargo.com,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_www.wellsfargo.com_1_11,11,[1],"Wells
Fargo"
12.5714,95.97310757637024,www.wellsfargo.com,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.wellsfargo.com_14_8,8,[14],"Wells
Fargo"
50.0,12.7802574634552,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.bankofamerica.com_1_7,7,[1],"Bank of
America"
26.285714285714285,29.296858310699463,www.aclu.org,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.aclu.org_4_2,2,[4],ACLU
2.857142857142857,27.775764226913452,www.wellsfargo.com,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.wellsfargo.com_8_10,10,[8],"Wells
Fargo"
4.0,52.24522829055786,www.legalzoom.com,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.legalzoom.com_4_10,10,[4],"Legal
Zoom"
62.28571428571429,9.807108879089355,www.wellsfargo.com,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_www.wellsfargo.com_12_14,14,[12],"Wells
Fargo"
7.7142857142857135,5.3675220012664795,www.wellsfargo.com,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_www.wellsfargo.com_6_16,16,[6],"Wells
Fargo"
72.0,7.92823052406311,www.bankofamerica.com,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_www.bankofamerica.com_8_18,18,[8],"Bank of
America"
8.0,15.659998655319214,www.plannedparenthood.org,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_www.plannedparenthood.org_9_3,3,[9],"Planned
Parenthood"
3.7142857142857144,10.656779766082764,www.wellsfargo.com,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_www.wellsfargo.com_10_8,8,[10],"Wells
Fargo"
42.57142857142857,111.48238730430603,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/27/train_one_test_one_Wfin_www.mayoclinic.org_8_2,2,[8],"Mayo
Clinic"
3.1428571428571432,12.565456867218018,www.plannedparenthood.org,PS,train_one_test_one,../data/scenarios2/27/train_one_test_one_PS_www.plannedparenthood.org_1_11,11,[1],"Planned
Parenthood"
2.0,7.57284951210022,www.mayoclinic.org,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_www.mayoclinic.org_14_12,12,[14],"Mayo
Clinic"
97.42857142857143,213.51982355117798,www.mayoclinic.org,IPS,test_one_train_remaining,../data/scenarios2/27/test_one_train_remaining_IPS_www.mayoclinic.org_10,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19]","Mayo
Clinic"
11.428571428571429,93.4292688369751,www.mayoclinic.org,CUMUL,train_one_test_one,../data/scenarios2/27/train_one_test_one_CUMUL_www.mayoclinic.org_3_9,9,[3],"Mayo
Clinic"
45.14285714285714,10.585592269897461,www.aclu.org,PS,same_browser_21_training_samples,../data/scenarios2/27/same_browser_21_training_samples_PS_www.aclu.org_18,18,"[16, 17]",ACLU
3.1428571428571432,6.008929491043091,investor.vanguard.com,LL,train_one_test_one,../data/scenarios2/27/train_one_test_one_LL_investor.vanguard.com_12_10,10,[12],Vanguard
14.000000000000002,31.168957948684692,investor.vanguard.com,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_investor.vanguard.com_8_18,18,[8],Vanguard
5.71429,184.86704874038696,www.plannedparenthood.org,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.plannedparenthood.org_16_2,2,[16],"Planned
Parenthood"
72.28571428571429,28.118141651153564,www.bankofamerica.com,OPS,6_browser,../data/scenarios2/27/6_browser_OPS_www.bankofamerica.com_17,17,"[6, 9, 10, 15, 16, 19]","Bank of
America"
2.0,14.445875644683838,www.legalzoom.com,OPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_OPS_www.legalzoom.com_5_15,15,[5],"Legal
Zoom"
44.8571,66.77084040641785,www.bankofamerica.com,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.bankofamerica.com_11_5,5,[11],"Bank of
America"
29.142857142857142,765.8091685771942,www.legalzoom.com,KFP,test_one_train_remaining,../data/scenarios2/27/test_one_train_remaining_KFP_www.legalzoom.com_6,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","Legal
Zoom"
21.428571428571427,43.996809005737305,www.mayoclinic.org,KFP,train_one_test_one,../data/scenarios2/27/train_one_test_one_KFP_www.mayoclinic.org_5_15,15,[5],"Mayo
Clinic"
27.714285714285715,666.9715869426727,investor.vanguard.com,CUMUL,6_browser,../data/scenarios2/27/6_browser_CUMUL_investor.vanguard.com_17,17,"[6, 9, 10, 15, 16, 19]",Vanguard
17.1429,206.6449842453003,www.legalzoom.com,BoG,train_one_test_one,../data/scenarios2/27/train_one_test_one_BoG_www.legalzoom.com_5_3,3,[5],"Legal
Zoom"
53.142857142857146,14.511223554611206,investor.vanguard.com,IPS,train_one_test_one,../data/scenarios2/27/train_one_test_one_IPS_investor.vanguard.com_18_8,8,[18],Vanguard
